"Income.Group","Region","Country","Year","Indicator","Value"
"High income","East Asia & Pacific","Japan",1990,"ESGcompr",100
"High income","East Asia & Pacific","Japan",1991,"Urbanr",100.26
"High income","East Asia & Pacific","Japan",1991,"AgingPopr",103.36
"High income","East Asia & Pacific","Japan",1991,"FemLabr",100.5
"High income","East Asia & Pacific","Japan",1991,"Unemployr",100
"High income","East Asia & Pacific","Japan",1991,"GDPgr",69.85
"High income","East Asia & Pacific","Japan",1991,"GDPpcapr",114.06
"High income","East Asia & Pacific","Japan",1991,"FDIGDPr",62.15
"High income","East Asia & Pacific","Japan",1991,"FDIusdr",-100
"High income","East Asia & Pacific","Japan",1991,"HDIr",100.61
"High income","East Asia & Pacific","Japan",1991,"LEIr",100.22
"High income","East Asia & Pacific","Japan",1991,"IncIr",100.46
"High income","East Asia & Pacific","Japan",1991,"EduIr",100.87
"High income","East Asia & Pacific","Japan",1991,"EPIr",100
"High income","East Asia & Pacific","Japan",1991,"EFIr",100
"High income","East Asia & Pacific","Japan",1991,"ESGcompr",100.21
"High income","East Asia & Pacific","Japan",1992,"Urbanr",100.39
"High income","East Asia & Pacific","Japan",1992,"AgingPopr",107.56
"High income","East Asia & Pacific","Japan",1992,"FemLabr",100.25
"High income","East Asia & Pacific","Japan",1992,"Unemployr",104.76
"High income","East Asia & Pacific","Japan",1992,"GDPgr",17.33
"High income","East Asia & Pacific","Japan",1992,"GDPpcapr",124.07
"High income","East Asia & Pacific","Japan",1992,"FDIGDPr",122.29
"High income","East Asia & Pacific","Japan",1992,"FDIusdr",-100
"High income","East Asia & Pacific","Japan",1992,"HDIr",100.98
"High income","East Asia & Pacific","Japan",1992,"LEIr",100.55
"High income","East Asia & Pacific","Japan",1992,"IncIr",100.58
"High income","East Asia & Pacific","Japan",1992,"EduIr",101.59
"High income","East Asia & Pacific","Japan",1992,"EPIr",100
"High income","East Asia & Pacific","Japan",1992,"EFIr",100
"High income","East Asia & Pacific","Japan",1992,"ESGcompr",100.36
"High income","East Asia & Pacific","Japan",1993,"Urbanr",100.52
"High income","East Asia & Pacific","Japan",1993,"AgingPopr",111.76
"High income","East Asia & Pacific","Japan",1993,"FemLabr",99.75
"High income","East Asia & Pacific","Japan",1993,"Unemployr",119.05
"High income","East Asia & Pacific","Japan",1993,"GDPgr",-110.59
"High income","East Asia & Pacific","Japan",1993,"GDPpcapr",141.04
"High income","East Asia & Pacific","Japan",1993,"FDIGDPr",8.2
"High income","East Asia & Pacific","Japan",1993,"FDIusdr",-100
"High income","East Asia & Pacific","Japan",1993,"HDIr",101.59
"High income","East Asia & Pacific","Japan",1993,"LEIr",100.88
"High income","East Asia & Pacific","Japan",1993,"IncIr",100.46
"High income","East Asia & Pacific","Japan",1993,"EduIr",103.47
"High income","East Asia & Pacific","Japan",1993,"EPIr",100
"High income","East Asia & Pacific","Japan",1993,"EFIr",100
"High income","East Asia & Pacific","Japan",1993,"ESGcompr",100.62
"High income","East Asia & Pacific","Japan",1994,"Urbanr",100.78
"High income","East Asia & Pacific","Japan",1994,"AgingPopr",115.97
"High income","East Asia & Pacific","Japan",1994,"FemLabr",99.75
"High income","East Asia & Pacific","Japan",1994,"Unemployr",138.1
"High income","East Asia & Pacific","Japan",1994,"GDPgr",20.3
"High income","East Asia & Pacific","Japan",1994,"GDPpcapr",154.85
"High income","East Asia & Pacific","Japan",1994,"FDIGDPr",31.4
"High income","East Asia & Pacific","Japan",1994,"FDIusdr",-100
"High income","East Asia & Pacific","Japan",1994,"HDIr",102.33
"High income","East Asia & Pacific","Japan",1994,"LEIr",101.21
"High income","East Asia & Pacific","Japan",1994,"IncIr",100.58
"High income","East Asia & Pacific","Japan",1994,"EduIr",105.35
"High income","East Asia & Pacific","Japan",1994,"EPIr",100
"High income","East Asia & Pacific","Japan",1994,"EFIr",100
"High income","East Asia & Pacific","Japan",1994,"ESGcompr",100.91
"High income","East Asia & Pacific","Japan",1995,"Urbanr",100.91
"High income","East Asia & Pacific","Japan",1995,"AgingPopr",120.17
"High income","East Asia & Pacific","Japan",1995,"FemLabr",99.75
"High income","East Asia & Pacific","Japan",1995,"Unemployr",152.38
"High income","East Asia & Pacific","Japan",1995,"GDPgr",56.05
"High income","East Asia & Pacific","Japan",1995,"GDPpcapr",171.3
"High income","East Asia & Pacific","Japan",1995,"FDIGDPr",1.32
"High income","East Asia & Pacific","Japan",1995,"FDIusdr",-100
"High income","East Asia & Pacific","Japan",1995,"HDIr",102.94
"High income","East Asia & Pacific","Japan",1995,"LEIr",101.54
"High income","East Asia & Pacific","Japan",1995,"IncIr",101.04
"High income","East Asia & Pacific","Japan",1995,"EduIr",106.37
"High income","East Asia & Pacific","Japan",1995,"EPIr",100
"High income","East Asia & Pacific","Japan",1995,"EFIr",100
"High income","East Asia & Pacific","Japan",1995,"ESGcompr",101.15
"High income","East Asia & Pacific","Japan",1996,"Urbanr",101.03
"High income","East Asia & Pacific","Japan",1996,"AgingPopr",124.37
"High income","East Asia & Pacific","Japan",1996,"FemLabr",99.75
"High income","East Asia & Pacific","Japan",1996,"Unemployr",161.9
"High income","East Asia & Pacific","Japan",1996,"GDPgr",63.36
"High income","East Asia & Pacific","Japan",1996,"GDPpcapr",151.57
"High income","East Asia & Pacific","Japan",1996,"FDIGDPr",-101.37
"High income","East Asia & Pacific","Japan",1996,"FDIusdr",-100
"High income","East Asia & Pacific","Japan",1996,"HDIr",103.55
"High income","East Asia & Pacific","Japan",1996,"LEIr",101.98
"High income","East Asia & Pacific","Japan",1996,"IncIr",101.5
"High income","East Asia & Pacific","Japan",1996,"EduIr",107.09
"High income","East Asia & Pacific","Japan",1996,"EPIr",100.01
"High income","East Asia & Pacific","Japan",1996,"EFIr",96.8
"High income","East Asia & Pacific","Japan",1996,"ESGcompr",100.45
"High income","East Asia & Pacific","Japan",1997,"Urbanr",101.29
"High income","East Asia & Pacific","Japan",1997,"AgingPopr",129.41
"High income","East Asia & Pacific","Japan",1997,"FemLabr",100
"High income","East Asia & Pacific","Japan",1997,"Unemployr",161.9
"High income","East Asia & Pacific","Japan",1997,"GDPgr",21.99
"High income","East Asia & Pacific","Japan",1997,"GDPpcapr",138.1
"High income","East Asia & Pacific","Japan",1997,"FDIGDPr",97.72
"High income","East Asia & Pacific","Japan",1997,"FDIusdr",-81.32
"High income","East Asia & Pacific","Japan",1997,"HDIr",103.92
"High income","East Asia & Pacific","Japan",1997,"LEIr",102.31
"High income","East Asia & Pacific","Japan",1997,"IncIr",101.73
"High income","East Asia & Pacific","Japan",1997,"EduIr",107.81
"High income","East Asia & Pacific","Japan",1997,"EPIr",100.04
"High income","East Asia & Pacific","Japan",1997,"EFIr",93.73
"High income","East Asia & Pacific","Japan",1997,"ESGcompr",99.74
"High income","East Asia & Pacific","Japan",1998,"Urbanr",101.42
"High income","East Asia & Pacific","Japan",1998,"AgingPopr",133.61
"High income","East Asia & Pacific","Japan",1998,"FemLabr",100.25
"High income","East Asia & Pacific","Japan",1998,"Unemployr",195.24
"High income","East Asia & Pacific","Japan",1998,"GDPgr",-123.06
"High income","East Asia & Pacific","Japan",1998,"GDPpcapr",125.8
"High income","East Asia & Pacific","Japan",1998,"FDIGDPr",108.06
"High income","East Asia & Pacific","Japan",1998,"FDIusdr",-65.4
"High income","East Asia & Pacific","Japan",1998,"HDIr",103.8
"High income","East Asia & Pacific","Japan",1998,"LEIr",102.75
"High income","East Asia & Pacific","Japan",1998,"IncIr",101.5
"High income","East Asia & Pacific","Japan",1998,"EduIr",107.24
"High income","East Asia & Pacific","Japan",1998,"EPIr",100.03
"High income","East Asia & Pacific","Japan",1998,"EFIr",93.6
"High income","East Asia & Pacific","Japan",1998,"ESGcompr",99.66
"High income","East Asia & Pacific","Japan",1999,"Urbanr",101.55
"High income","East Asia & Pacific","Japan",1999,"AgingPopr",137.82
"High income","East Asia & Pacific","Japan",1999,"FemLabr",100
"High income","East Asia & Pacific","Japan",1999,"Unemployr",223.81
"High income","East Asia & Pacific","Japan",1999,"GDPgr",-105.15
"High income","East Asia & Pacific","Japan",1999,"GDPpcapr",142.06
"High income","East Asia & Pacific","Japan",1999,"FDIGDPr",562
"High income","East Asia & Pacific","Japan",1999,"FDIusdr",-35.86
"High income","East Asia & Pacific","Japan",1999,"HDIr",104.17
"High income","East Asia & Pacific","Japan",1999,"LEIr",103.19
"High income","East Asia & Pacific","Japan",1999,"IncIr",101.39
"High income","East Asia & Pacific","Japan",1999,"EduIr",108.1
"High income","East Asia & Pacific","Japan",1999,"EPIr",100.05
"High income","East Asia & Pacific","Japan",1999,"EFIr",92.13
"High income","East Asia & Pacific","Japan",1999,"ESGcompr",99.4
"High income","East Asia & Pacific","Japan",2000,"Urbanr",101.68
"High income","East Asia & Pacific","Japan",2000,"AgingPopr",142.86
"High income","East Asia & Pacific","Japan",2000,"FemLabr",100
"High income","East Asia & Pacific","Japan",2000,"Unemployr",223.81
"High income","East Asia & Pacific","Japan",2000,"GDPgr",56.81
"High income","East Asia & Pacific","Japan",2000,"GDPpcapr",151.94
"High income","East Asia & Pacific","Japan",2000,"FDIGDPr",379.33
"High income","East Asia & Pacific","Japan",2000,"FDIusdr",-129.87
"High income","East Asia & Pacific","Japan",2000,"HDIr",104.78
"High income","East Asia & Pacific","Japan",2000,"LEIr",103.63
"High income","East Asia & Pacific","Japan",2000,"IncIr",101.85
"High income","East Asia & Pacific","Japan",2000,"EduIr",109.12
"High income","East Asia & Pacific","Japan",2000,"EPIr",100.56
"High income","East Asia & Pacific","Japan",2000,"EFIr",94.27
"High income","East Asia & Pacific","Japan",2000,"ESGcompr",100.42
"High income","East Asia & Pacific","Japan",2001,"Urbanr",103.49
"High income","East Asia & Pacific","Japan",2001,"AgingPopr",147.06
"High income","East Asia & Pacific","Japan",2001,"FemLabr",100.5
"High income","East Asia & Pacific","Japan",2001,"Unemployr",238.1
"High income","East Asia & Pacific","Japan",2001,"GDPgr",8.3
"High income","East Asia & Pacific","Japan",2001,"GDPpcapr",133.47
"High income","East Asia & Pacific","Japan",2001,"FDIGDPr",198.55
"High income","East Asia & Pacific","Japan",2001,"FDIusdr",-116.24
"High income","East Asia & Pacific","Japan",2001,"HDIr",105.27
"High income","East Asia & Pacific","Japan",2001,"LEIr",104.07
"High income","East Asia & Pacific","Japan",2001,"IncIr",101.96
"High income","East Asia & Pacific","Japan",2001,"EduIr",109.84
"High income","East Asia & Pacific","Japan",2001,"EPIr",101.21
"High income","East Asia & Pacific","Japan",2001,"EFIr",94.53
"High income","East Asia & Pacific","Japan",2001,"ESGcompr",100.86
"High income","East Asia & Pacific","Japan",2002,"Urbanr",105.56
"High income","East Asia & Pacific","Japan",2002,"AgingPopr",151.26
"High income","East Asia & Pacific","Japan",2002,"FemLabr",100.25
"High income","East Asia & Pacific","Japan",2002,"Unemployr",257.14
"High income","East Asia & Pacific","Japan",2002,"GDPgr",2.41
"High income","East Asia & Pacific","Japan",2002,"GDPpcapr",127.33
"High income","East Asia & Pacific","Japan",2002,"FDIGDPr",487.18
"High income","East Asia & Pacific","Japan",2002,"FDIusdr",-73.16
"High income","East Asia & Pacific","Japan",2002,"HDIr",105.64
"High income","East Asia & Pacific","Japan",2002,"LEIr",104.52
"High income","East Asia & Pacific","Japan",2002,"IncIr",101.85
"High income","East Asia & Pacific","Japan",2002,"EduIr",110.56
"High income","East Asia & Pacific","Japan",2002,"EPIr",101.53
"High income","East Asia & Pacific","Japan",2002,"EFIr",88.93
"High income","East Asia & Pacific","Japan",2002,"ESGcompr",99.46
"High income","East Asia & Pacific","Japan",2003,"Urbanr",107.63
"High income","East Asia & Pacific","Japan",2003,"AgingPopr",156.3
"High income","East Asia & Pacific","Japan",2003,"FemLabr",100.74
"High income","East Asia & Pacific","Japan",2003,"Unemployr",252.38
"High income","East Asia & Pacific","Japan",2003,"GDPgr",31.23
"High income","East Asia & Pacific","Japan",2003,"GDPpcapr",137.26
"High income","East Asia & Pacific","Japan",2003,"FDIGDPr",342.25
"High income","East Asia & Pacific","Japan",2003,"FDIusdr",-97.17
"High income","East Asia & Pacific","Japan",2003,"HDIr",106
"High income","East Asia & Pacific","Japan",2003,"LEIr",104.85
"High income","East Asia & Pacific","Japan",2003,"IncIr",102.08
"High income","East Asia & Pacific","Japan",2003,"EduIr",111.14
"High income","East Asia & Pacific","Japan",2003,"EPIr",102.01
"High income","East Asia & Pacific","Japan",2003,"EFIr",90.13
"High income","East Asia & Pacific","Japan",2003,"ESGcompr",100.1
"High income","East Asia & Pacific","Japan",2004,"Urbanr",109.44
"High income","East Asia & Pacific","Japan",2004,"AgingPopr",160.5
"High income","East Asia & Pacific","Japan",2004,"FemLabr",101.24
"High income","East Asia & Pacific","Japan",2004,"Unemployr",223.81
"High income","East Asia & Pacific","Japan",2004,"GDPgr",45.06
"High income","East Asia & Pacific","Japan",2004,"GDPpcapr",148.62
"High income","East Asia & Pacific","Japan",2004,"FDIGDPr",271.19
"High income","East Asia & Pacific","Japan",2004,"FDIusdr",-125.13
"High income","East Asia & Pacific","Japan",2004,"HDIr",106.5
"High income","East Asia & Pacific","Japan",2004,"LEIr",105.18
"High income","East Asia & Pacific","Japan",2004,"IncIr",102.54
"High income","East Asia & Pacific","Japan",2004,"EduIr",112.01
"High income","East Asia & Pacific","Japan",2004,"EPIr",102.21
"High income","East Asia & Pacific","Japan",2004,"EFIr",85.73
"High income","East Asia & Pacific","Japan",2004,"ESGcompr",99.1
"High income","East Asia & Pacific","Japan",2005,"Urbanr",111.25
"High income","East Asia & Pacific","Japan",2005,"AgingPopr",165.55
"High income","East Asia & Pacific","Japan",2005,"FemLabr",101.49
"High income","East Asia & Pacific","Japan",2005,"Unemployr",209.52
"High income","East Asia & Pacific","Japan",2005,"GDPgr",33.98
"High income","East Asia & Pacific","Japan",2005,"GDPpcapr",146.76
"High income","East Asia & Pacific","Japan",2005,"FDIGDPr",199.15
"High income","East Asia & Pacific","Japan",2005,"FDIusdr",-174.75
"High income","East Asia & Pacific","Japan",2005,"HDIr",106.99
"High income","East Asia & Pacific","Japan",2005,"LEIr",105.51
"High income","East Asia & Pacific","Japan",2005,"IncIr",102.89
"High income","East Asia & Pacific","Japan",2005,"EduIr",112.74
"High income","East Asia & Pacific","Japan",2005,"EPIr",102.45
"High income","East Asia & Pacific","Japan",2005,"EFIr",89.73
"High income","East Asia & Pacific","Japan",2005,"ESGcompr",100.52
"High income","East Asia & Pacific","Japan",2006,"Urbanr",112.68
"High income","East Asia & Pacific","Japan",2006,"AgingPopr",169.75
"High income","East Asia & Pacific","Japan",2006,"FemLabr",101.73
"High income","East Asia & Pacific","Japan",2006,"Unemployr",195.24
"High income","East Asia & Pacific","Japan",2006,"GDPgr",29.02
"High income","East Asia & Pacific","Japan",2006,"GDPpcapr",139.73
"High income","East Asia & Pacific","Japan",2006,"FDIGDPr",-191.78
"High income","East Asia & Pacific","Japan",2006,"FDIusdr",-229
"High income","East Asia & Pacific","Japan",2006,"HDIr",107.48
"High income","East Asia & Pacific","Japan",2006,"LEIr",105.73
"High income","East Asia & Pacific","Japan",2006,"IncIr",103.23
"High income","East Asia & Pacific","Japan",2006,"EduIr",113.6
"High income","East Asia & Pacific","Japan",2006,"EPIr",102.35
"High income","East Asia & Pacific","Japan",2006,"EFIr",97.73
"High income","East Asia & Pacific","Japan",2006,"ESGcompr",103.01
"High income","East Asia & Pacific","Japan",2007,"Urbanr",113.97
"High income","East Asia & Pacific","Japan",2007,"AgingPopr",173.95
"High income","East Asia & Pacific","Japan",2007,"FemLabr",101.73
"High income","East Asia & Pacific","Japan",2007,"Unemployr",185.71
"High income","East Asia & Pacific","Japan",2007,"GDPgr",33.81
"High income","East Asia & Pacific","Japan",2007,"GDPpcapr",139.1
